exon_id,n_exp,slope_exp,pearson_exp,spearman_exp,n_mean,slope_mean,pearson_mean,spearman_mean,n_prod,slope_prod,pearson_prod,spearman_prod
AKAP3_e2,401,0.38945632164403693,0.638502331282449,0.6341848691031163,401,0.14223302084994283,0.7628680526912237,0.7363778241270624,401,0.24637150013116188,0.7761136108991995,0.7527913487747558
AKAP3_e3,305,0.7080901535206162,0.6319666465312055,0.7637828611863908,305,0.6863297745435478,0.7570323050454444,0.7476418545755897,305,1.1177364773425316,0.7488719230575479,0.7481738163912742
AKR1E2_e9,237,0.6320007618929852,0.7947462250122496,0.7777456008434209,237,0.5026329996785213,0.7696496671412995,0.8236699597777061,237,0.7752113150693747,0.7484442426615371,0.8268082016558407
ALG1_e8,105,1.0028391963314949,0.7653455737027328,0.7384511714700394,105,0.8968578172370336,0.7893134591255373,0.8307173958117353,105,1.7318067983563445,0.7951718715725099,0.8307173958117353
ALOXE3_e13,247,0.47380494741988993,0.5400860841399059,0.5328027597893844,247,0.24382206071323495,0.5325918179807736,0.5913384622859823,247,0.4318855582146655,0.5250112486322123,0.5909774403161845
ALPK3_e2,105,1.0499352908753683,0.8184646012375568,0.8550901928260419,105,0.4889033301559237,0.8048390627527983,0.796301047849056,105,0.9505204701247426,0.8060700225555982,0.796301047849056
AMN_e3,123,0.49831373867352236,0.5416264753979839,0.5147166939675744,123,0.20616602647291263,0.5741969374387408,0.5625726525085225,123,0.3518527253217495,0.569782922492203,0.5652425565951237
ANK2_e36,87,0.9717183510177184,0.8175684405664885,0.7663483268936356,87,0.6244118729075478,0.8222919164742137,0.7995735219071224,87,1.1949519321271191,0.8254693611043561,0.7994094918714004
ANKAR_e16,309,1.1661487596089704,0.843157954405493,0.8404389919953787,309,0.5983426671593135,0.8810202235574454,0.8705382668146269,309,1.1590969828918443,0.8830439961929694,0.8704478306426676
ANKDD1A_e2,294,0.24672399479172388,0.4403035246180683,0.381184814439967,294,0.1887981057157924,0.4594999018009638,0.44720310352713677,294,0.2595809807080369,0.45544333551812727,0.44313049103874524
ANO5_e4,112,0.8514025855742596,0.7471868832360967,0.6933747907199235,112,0.5061852322842757,0.6615696466130365,0.6242098609355248,112,0.9938206342837289,0.6629663542283057,0.6247821778795231
ANXA13_e2,292,0.2155194645416026,0.27570581496116564,0.2821310359129407,292,0.12028821083039766,0.4820160801499928,0.47939046387319917,292,0.169587431736157,0.49677970162127644,0.4918811519494662
AP4M1_e12,122,0.4431846035918099,0.6286186492778322,0.6124988021320397,122,0.5182733906047468,0.7126912924858261,0.7471172640330335,122,0.9007038665836296,0.710710228002373,0.7471172640330335
AP4M1_e9,149,0.8199739218213018,0.7952283421345899,0.7894540177761654,149,0.7380371112508531,0.8176668442762809,0.7864788436052184,149,1.2250364479410492,0.8101398061638061,0.7875889490108169
APC_e14,307,0.26429420469435416,0.6115916245138793,0.588828377851007,307,0.09744943696773906,0.4518171416770542,0.45723774545269297,307,0.12404059104234888,0.4720976190782969,0.4822627339534235
APC_e9,285,0.0036325930442736797,0.012410029086203828,0.05270986183884789,285,-0.01896517975966394,-0.12177596863757027,-0.08605271448750569,285,-0.021133640279534936,-0.09866915830513542,-0.06545108262736012
ARHGEF10_e9,266,0.5571813756741205,0.633509517123487,0.7038043842107374,266,0.7049765180916343,0.7422731053960077,0.7401209768706115,266,1.1567484789675984,0.727085498284908,0.7400540296205813
ARMCX5_e2,303,1.1915947714923394,0.8268901343042186,0.8052435733290999,303,0.38925606683683417,0.8869681694417377,0.8866103236000901,303,0.7653406873431444,0.8881919945641987,0.8866034215438273
ARMH1_e2,313,0.8599105995714675,0.6984692714752667,0.6604222073687488,313,0.29149493727164055,0.7365937782010598,0.7331757019988602,313,0.5686349075173912,0.7384064781256123,0.7332288001638478
ARPP21_e11,293,0.023510234606811214,0.15158580466017882,0.1314056917325849,293,0.07764942339594252,0.27841462897011376,0.13709607108874844,293,0.12162673942385549,0.2953017227228002,0.16424569025843344
ASCC1_e11,320,0.23818594098052445,0.3833439656822767,0.485936852686991,320,0.12970583630004115,0.5924800390724428,0.5828263085968645,320,0.25385526186821156,0.5927143945385192,0.5828413234139255
ASL_e9,147,1.042079999956151,0.7974085066005049,0.7764093419670719,147,0.4967694442024078,0.6871919434591847,0.6558442601045058,147,0.8727946499888313,0.6868304846329127,0.6555344728093737
ASZ1_e5,322,0.7625829773915429,0.612613073676725,0.6586268117888957,322,0.0003276725686629841,0.0012879138864734783,0.01096707657533638,322,0.012392365197350352,0.03252902609803123,0.024350449648783537
