exon_id,n_exp,slope_exp,pearson_exp,spearman_exp,n_mean,slope_mean,pearson_mean,spearman_mean,n_prod,slope_prod,pearson_prod,spearman_prod
ATF2_e5,278,0.7028376739147074,0.5757370927918743,0.5904006628726185,278,0.10193985164490413,0.518128181089678,0.5156291076459241,278,0.12251274834007246,0.4845946820352705,0.5065326914780076
ATM_e23,302,0.7256312609344429,0.7697541219521555,0.7350983286209399,302,0.5205927579595967,0.7856668570452342,0.7472153339660138,302,0.8334318356329653,0.7819482420567246,0.7468885751293921
ATM_e27,334,0.11520150886607766,0.3898938013737689,0.35802509592967174,334,0.08864484948572743,0.4356616727355358,0.41611533810070905,334,0.120154307921011,0.43413515242134354,0.4148240904091189
ATM_e41,255,0.7873101268290208,0.7679773143619045,0.8900190499831971,255,0.7410539060540787,0.821429328940992,0.8692513757035096,255,1.079028004175944,0.7937470711941466,0.8683358729857618
ATM_e44,303,0.7777484908066729,0.7968464405961079,0.8537136477677044,303,0.7727263437394458,0.8568970608824076,0.8466446218032107,303,1.4654018442634236,0.858702052623046,0.847082039288651
ATM_e56,337,0.1920472838418875,0.4383171472819908,0.45631416586295753,337,0.5017871057604767,0.7047993654355988,0.7148241888456933,337,0.7647908400565835,0.6918158426143471,0.7158959310572343
ATM_e57,432,0.13138236368062453,0.4269297056679615,0.3749594445514164,432,0.10067814887173505,0.49622854600556027,0.4930885809986214,432,0.16544548734486483,0.4994426364989226,0.49293895430792206
ATM_e60,306,0.04758690944798431,0.11042855334360505,0.09422802438505676,306,0.022378440954213163,0.16449054326501858,0.0951537703396085,306,0.031209909455812083,0.18343817682868352,0.12202691598343636
ATM_e62,396,0.012279603858422198,0.08557742243078711,0.07802822484982559,396,0.03283919192191079,0.14597880760632678,0.15823442930729315,396,0.045832895733079644,0.14809824472226701,0.15940450429644637
ATP13A3_e33,258,1.3516102688057416,0.7130495106270397,0.6982344755396968,258,0.1718418901457395,0.598946929746983,0.5636646825335812,258,0.3412601668959764,0.5993194263255208,0.563779127009337
ATP6AP1_e8,132,0.26603960365525964,0.588539702832641,0.5482892213790981,132,0.46182483984574585,0.767032322071946,0.7741816820973834,132,0.6530441759913176,0.7469718954525753,0.7784394269799692
AUTS2_e13,74,0.6523097216199193,0.7540236210862112,0.719481673454276,74,0.581463343189107,0.7731038704125925,0.8326249537208439,74,0.9050643777793012,0.7530892796342714,0.8339281747500924
BAHCC1_e11,259,0.9934992760310679,0.7727234027515653,0.7729693076041355,259,0.2162167776044344,0.8203552125447211,0.8122003013524448,259,0.42782448632960046,0.8202891111973972,0.8121375879719285
BANP_e5,273,0.08489778506790807,0.2865805341210392,0.208398204376429,273,0.23015240793158281,0.6711224236342117,0.7011722747267746,273,0.3104155772923954,0.6507825103750804,0.6968681629980283
BAP1_e2,78,0.2952520407247095,0.7223261139567839,0.7160859146434483,78,0.18267964087272953,0.6472306074850981,0.5960468414426552,78,0.235091849368568,0.6471672776415532,0.5952880777211318
BAP1_e3,153,0.24105221163721471,0.7223266674073163,0.7559144819893975,153,0.4490053744640585,0.6974325263950836,0.8012243277619477,153,0.638936974863454,0.6630021209504311,0.7980278070774317
BARD1_e8,383,0.7630007995622741,0.7726684930582435,0.8007450352741567,383,0.38171988250634886,0.692041745527574,0.7791568588978541,383,0.5360310811523482,0.6651372852443954,0.7789052857536264
BBS1_e3,93,0.8226792697516505,0.7609253965998518,0.8646414610128018,93,0.5678048720993759,0.8068479744525267,0.8551253884059833,93,0.9579784508007835,0.7947841681943381,0.855076356118481
BBS1_e5,129,0.7933523014024079,0.748030145759735,0.7862421735241504,129,0.18344860443360453,0.6732149091202918,0.6191185637395985,129,0.25724898930581597,0.6702591226143881,0.6211870068449075
BBS5_e4,62,1.1432380006486331,0.8022997811739018,0.8409508700360102,62,1.2192555299928025,0.8857565261701823,0.9175543300344992,62,2.0052838537584057,0.8696620280167066,0.9179572410667072
BBX_e14,258,0.6087473146150365,0.7897758463008347,0.8024116346541341,258,0.13754097342912608,0.7082161824617744,0.6661383980385114,258,0.18087631539149143,0.7075367224100185,0.6665659278523428
BEAN1_e2,305,0.2632759161552235,0.436405691230061,0.4537211395177938,305,0.03201750176725645,0.14690376231664795,0.15127731206712933,305,0.04364139128485429,0.14670371955917758,0.1523148592207606
BIN1_e13,301,0.2998028215064962,0.4399490199547639,0.4148415232713853,301,0.10859900840443794,0.4799579120851088,0.46420341211565763,301,0.21047938339280023,0.4817496609484427,0.4643150630229024
BIN1_e7,259,0.7518639522950026,0.6621730584601679,0.6465668837761861,259,0.1578983521992654,0.4993166690402917,0.646820248105884,259,0.3128784845334382,0.5007297878904895,0.646717791035059
BIRC6_e14,258,0.45298396384488765,0.7919423310553243,0.768960671090514,258,0.2885500318147417,0.725140500909164,0.7176689075554995,258,0.4359660120324152,0.7116999089098596,0.7199071061592192
BLM_e10,320,0.7730199890875847,0.8180951601575657,0.8544511010060856,320,0.15822733847861944,0.6109343778390416,0.6356088892898023,320,0.2094852652056162,0.6210507327270844,0.6369897666393737
BLM_e17,431,0.07808766246995708,0.29642771599380824,0.3972369830890704,431,0.04220708756504911,0.31889887065134215,0.2819349304986393,431,0.0651913303324936,0.34122690421521845,0.32472601236728776
BNIP1_e3,219,0.4942963968572064,0.5875264980993177,0.5845279653867563,219,0.42388208761296586,0.762851152630618,0.7428338520782041,219,0.7906158034903737,0.7670801859269643,0.7437615660772312
BOLA3_e3,254,0.2148988901432626,0.4990569129502853,0.39945143645523395,254,0.13368629253829273,0.5515824470150836,0.5518301066447353,254,0.19490595009794415,0.5685136792267437,0.5593713213456873
BORA_e3,308,0.8437894544806067,0.7683466379103193,0.8011914656804564,308,0.39892196013368236,0.7380152112414939,0.7970877381164991,308,0.6130190988557914,0.7138511660292678,0.7950642099007487
BRAF_e14,129,0.6941418307125191,0.752276445169975,0.7802280582354142,129,0.8936270190538964,0.7900963810536894,0.8023144007155636,129,1.5306011968782756,0.7829358301548286,0.8032591681574242
BRAF_e9,99,0.12465995934848136,0.5376818674391648,0.5558723306991314,99,0.0971537004014014,0.6074099054262155,0.6024051682887889,99,0.12929852695928595,0.620900933958247,0.6111748467306912
BRCA1_e10,273,0.11324707521862179,0.24658457565531094,0.2013838602911204,273,0.21649507544277385,0.6624949963014866,0.6678681810281056,273,0.3218656222162962,0.6236669963108188,0.6640729366594117
BRCA1_e16,251,0.6602399736288665,0.8279136686908396,0.8230711439954468,251,0.1758601496727016,0.6416538168531726,0.621939935862211,251,0.2529143212151301,0.6292749444006226,0.6299819045699457
BRCA1_e17,222,0.6054062571876849,0.62438434374769,0.7560838642347479,222,0.7762778221640708,0.7562079230793436,0.7938661951118764,222,1.2612588260264581,0.7359357694915157,0.7943762121480911
BRCA1_e18,111,0.028738698465634913,0.18081718157616772,0.14798775873738992,111,0.13402258596435654,0.5083198336801521,0.5312056443006222,111,0.16991753746456803,0.5265737107353644,0.5458338727477873
BRCA1_e20,80,0.04580805224260413,0.15676171366905262,0.18073136427566808,80,0.06355498344642665,0.39765234677390277,0.4208681794285368,80,0.09128834116791894,0.4006621099251181,0.41371833150330195
BRCA1_e3,91,-0.012199174076735677,-0.0429888465563122,-0.13509370558199763,91,0.11528798715801811,0.3931802052894957,0.3452878199467813,91,0.13715014318557905,0.414658671404214,0.37411555832191334
BRCA1_e7,299,0.03357757001536026,0.10870007980802973,0.09717363088014755,299,0.20441559047968919,0.5289383230393353,0.49166566500478703,299,0.32066498310326824,0.5257686109187286,0.48915982468652214
BRCA2_e21,309,-0.010053940664954984,-0.048513666225056526,-0.0501073930312455,309,0.05710632763434363,0.35100098537119606,0.3776046759333537,309,0.07189764156652038,0.3645671881276202,0.3866132779689155
BRCA2_e5,70,0.9387353447649235,0.7863111877572443,0.8436182311258857,70,1.1093415775648643,0.8370674368529454,0.8159741055025808,70,1.923124382865479,0.8384063939171313,0.8172338378094656
BRCA2_e6,23,0.18911837310171176,0.339182051933884,0.42786561264822137,23,0.7953438095694075,0.8626197977287209,0.8596837944664032,23,1.1134724306520334,0.8554428268237524,0.8596837944664032
BRCA2_e7,307,0.3854174976803138,0.682287905579012,0.7144994658729318,307,0.37513935303944723,0.777769911007411,0.8650112057210302,307,0.5387655711596914,0.7444637727809781,0.8633408680840534
BRCA2_e8,120,0.1780489634700931,0.6029288096634086,0.5363402603318389,120,0.19787967886636826,0.813517420091179,0.7676069666585819,120,0.2529692626081019,0.8137319473260538,0.7714336810844082
BRCA2_e9,302,0.0394201461598393,0.11207549373766233,0.025337277233868076,302,0.03816657188395334,0.269407010344644,0.2953649092471444,302,0.05613979431858347,0.28611310343310187,0.3129686151159486
BRIP1_e10,385,0.28481891585964264,0.7176034686396268,0.7327373346244038,385,0.09702205896408658,0.6137760504936413,0.6277773925545991,385,0.14605915611710332,0.6346707177389725,0.6489481507306312
BRIP1_e6,302,0.11721200755476127,0.20739686259608822,0.17835679877265959,302,0.1333835067728797,0.4737989654111004,0.45950561210947083,302,0.19271068994932683,0.46513722262711893,0.4758830935399894
BRSK2_e9,81,1.3083366850226157,0.7998293785748187,0.8126919602529359,81,1.278591133712465,0.8264091815785893,0.7946521830082784,81,2.1132307859280552,0.821142220964017,0.7940198397813983
C10orf67_e13,252,0.939624560216967,0.7160790657974704,0.709401805538996,252,0.8585448523785166,0.766502123646768,0.7256998367536907,252,1.3443550742637331,0.7624870837453305,0.7260185323364202
C12orf29_e2,319,1.2055290048095566,0.7813396200115197,0.8662484473886556,319,0.5590311032715125,0.7722351709842351,0.8170072511663664,319,0.9295223267586481,0.7560061530540093,0.8171991097987159
C1orf105_e3,261,0.15179116880603527,0.5112921671699071,0.4146826186936904,261,0.04487297544224704,0.2802295000802139,0.23993191060917624,261,0.06355589290275691,0.3196119053940088,0.2849927096978875
C20orf96_e3,250,0.2075615763633525,0.554749797647272,0.4613138473107278,250,0.2905740578396722,0.673863944637841,0.6045263606981945,250,0.4512493187640338,0.6751448309645978,0.6090380191559542
C2orf80_e8,291,0.5086299064345705,0.7590118966791168,0.7083751118219638,291,0.30598869110424465,0.8231060456011671,0.7791134325287069,291,0.6080859461581604,0.8232081116664204,0.7791319376350815
CA5A_e3,240,0.5183545232644605,0.6204318031976795,0.5976551666067537,240,0.5230524630025424,0.6113855030846735,0.5960221037166215,240,0.9852102681118351,0.611250745641003,0.5959137240477114
CABP4_e2,81,0.4083738592758777,0.6978052158513508,0.6114498644986449,81,0.32395981411393643,0.7477720015887976,0.6327235772357723,81,0.6243839960295763,0.7479671139315524,0.6316847335140018
CACNA1C_e8,299,0.9269349995681367,0.8058112185026766,0.7878013961527238,299,0.11569838217213499,0.5939264693130608,0.535879173563251,299,0.1754276898322265,0.5956155435700461,0.5422712149592377
CACNA1D_e43,69,1.567073246112931,0.8233685648176113,0.8261234928754111,69,0.7811867415115921,0.7368695114540412,0.6748629886737304,69,1.4489532083667684,0.7410894959771566,0.67504567044209
CACNA1E_e29,400,0.21618686316757615,0.5513221820391778,0.5481223132536076,400,0.09310828912835055,0.5520849986625804,0.6446261203514554,400,0.12011259267049286,0.5128781542359543,0.6502103362697519
CACNA1E_e3,408,0.01537973455317746,0.07929536571713351,0.05138639153379183,408,0.08144416427988388,0.4884538878288949,0.4991139339397382,408,0.11898697102722666,0.4816859079663827,0.49913089594630144
CACNA1F_e32,51,0.04011138643205252,0.09398399581022111,-0.009321266968325791,51,0.20742272070210677,0.6011142459170667,0.6481447963800905,51,0.41263143446236,0.6011936267336484,0.6481447963800905
CADPS_e29,302,0.06786754927431783,0.1887961201908551,0.2532080613524087,302,0.05843633032718074,0.3549771441580849,0.3897483410421023,302,0.08124815706098291,0.33269534863894723,0.39455984597189886
CAPN9_e3,220,0.05804072764935096,0.18590893305553335,0.15301677139280553,220,0.0012673427558426503,0.011397034717457772,0.03004391490637938,220,0.0018726603517276847,0.012896449946650004,0.03463770641565079
CAPRIN2_e6,237,0.8097602234861707,0.7938631257703195,0.801461799051309,237,0.688493804126079,0.8106239406668183,0.8126129776612904,237,1.2735155046782891,0.816460688226255,0.8127301668075021
CATSPERG_e9,388,0.43737618212328694,0.6207214698169513,0.5649605263914905,388,0.18515405765644416,0.4789640987461224,0.42976963311614663,388,0.30644258354225296,0.47396558065153344,0.4298825677253177
CC2D2B_e29,258,1.2447309404612525,0.7884622688612856,0.7934156438987706,258,0.6413898314521354,0.7450106278268447,0.7422655415445217,258,1.1235670458602562,0.7373046845415818,0.7419336298994016
CC2D2B_e30,305,0.9145242459147891,0.6862925131028994,0.7009803289220767,305,0.5534463750540094,0.7930325950257546,0.772352968854771,305,1.064389638366971,0.7948069058027877,0.7723511472563773
CCDC112_e8,276,1.155899586495513,0.9133454525822732,0.8999557369203822,276,1.1609667056969653,0.8668149443050136,0.8949299645824788,276,2.1057830215731266,0.871472792033181,0.8948670223697025
CCDC13_e13,264,0.613164413465624,0.5930030090453401,0.5974981901662437,264,0.5433618761892852,0.6636804373773416,0.679477900377286,264,0.9184614076236258,0.6576378442540504,0.6792270277771298
CCDC150_e6,294,1.0885614143132987,0.7929474271373848,0.8068659364021312,294,0.7637886497917105,0.8622323237794239,0.8593558824682425,294,1.4672090499993062,0.8658059008623591,0.8593506548395373
CCDC178_e21,436,0.3046136186984778,0.748339539949201,0.763199289973348,436,0.2793735476585174,0.7502189023281272,0.8009912026469292,436,0.3947565075941418,0.7273708917365428,0.8022316546151288
CCDC30_e8,401,1.3581559586192404,0.8969047787536745,0.9000200292226836,401,0.7556620927735181,0.8144875108315927,0.8458346740433861,401,1.4357458318477345,0.819539269028085,0.8458934822795913
CCDC39_e12,399,0.2903661039295103,0.730166374670319,0.7305873877901047,399,0.302007954152526,0.7385180570481611,0.6606278325244412,399,0.45532706227758274,0.7359069995826903,0.6624801143075777
CCDC7_e12,257,0.7914462720340818,0.8518584982748332,0.863828075513528,257,0.1449644727366861,0.54723757288546,0.48428725869227474,257,0.16446948770710168,0.5279413872416454,0.4634224799550644
CCDC7_e24,287,0.8357594799817019,0.6900554747687283,0.823906784272638,287,0.5997961781624672,0.7654732739202628,0.8400158987649837,287,0.9563882295727235,0.7451684421193968,0.8386117715874025
CCDC7_e25,278,1.2948948836888947,0.8384783740398617,0.8327865015945636,278,0.5826882848310051,0.8545531951088405,0.8455086271805504,278,0.9334621267506148,0.8430742992903749,0.845532203848425
CCDC7_e31,240,0.7141457785506272,0.8464050654325918,0.8616223505665124,240,1.189553054010507,0.8534747152193619,0.8742716341741279,240,2.2001226885349157,0.8611414139159146,0.8742751064581398
CCDC85A_e5,320,0.3127196169970179,0.4033939605603291,0.5464760177973054,320,0.19146180216476733,0.45140167619446175,0.4647052624806328,320,0.31274791034108446,0.43817225729015996,0.46317599153632033
CCDC88A_e26,240,0.7223002803919427,0.6653258037006606,0.7453132866890049,240,0.3362289014538461,0.7743480657301198,0.7720704291894199,240,0.6530655578887489,0.7752627915305635,0.7721572362708813
CD19_e6,135,0.8280242009121135,0.7539505166931043,0.7696853226156535,135,0.42829409701849475,0.7875901197836856,0.7408213111181382,135,0.8518063356200045,0.7879091036625426,0.7407920456449337
CD226_e3,243,0.9718674525641214,0.8252114842968383,0.772613695452157,243,0.7137849603965379,0.8545412038397081,0.843599561185629,243,1.2747595961350155,0.8529429454316321,0.8435945432916099
CD36_e13,7,1.4405381018222396,0.9591016811651036,0.7142857142857144,7,0.6423203099510287,0.9205701331546544,0.7500000000000002,7,1.1743908259628357,0.9230447453336112,0.7500000000000002
CD46_e7,121,1.4509076808521584,0.8376133127523936,0.8118479880774961,121,0.6710700434062256,0.8792208147400914,0.8866210540577154,121,1.3208576122098676,0.8806776569448865,0.8867294404552227
CD47_e10,87,1.6719347671318228,0.9129330118133868,0.9007932711021145,87,0.564284376833111,0.836406050079271,0.8186739082889846,87,1.057507270623112,0.8364935030636199,0.8174527958008311
CDH1_e14,375,0.08400954168081114,0.21801490474805027,0.24655438538045593,375,0.05305533451487415,0.31655302112169587,0.3347028048623384,375,0.07670476493803245,0.2949550808670477,0.34336043404202854
CDH23_e12,6,1.782255759106033,0.469547918564809,0.14285714285714288,6,0.8662321985938214,0.4004949626486129,0.08571428571428573,6,1.72828665552668,0.40304501945834764,0.08571428571428573
CDH23_e65,111,0.6858976744519104,0.684285320145472,0.6078975078975078,111,0.37027640142093615,0.5763362108619837,0.5591358220556084,111,0.5183522719470168,0.5575510816189875,0.5583021815914494
CDHR1_e6,244,0.6322535518970616,0.65609383072738,0.5771774602255924,244,0.3066383229847931,0.6400158968115223,0.655495935919801,244,0.5333525223293888,0.6425196606866097,0.6555306310507939
CDKL3_e7,255,0.6649962733399927,0.8037041759610363,0.8155833196732671,255,0.29416791607803583,0.6725864365261669,0.6585291628419937,255,0.37014717565925215,0.6437730232243352,0.6588526655293533
CEP290_e5,15,1.213943929905814,0.8579278719681139,0.6964285714285713,15,0.950800949289033,0.9344422212731449,0.8928571428571428,15,1.5376423987762944,0.931845887835813,0.8928571428571428
CEP95_e5,304,1.058785983806016,0.8518642865538598,0.8599924888296216,304,0.6954970237966168,0.8403446761263024,0.8402136274074641,304,1.262799626170223,0.8404685693032401,0.8419589019037758
CFTR_e9,267,0.6437079787619966,0.8381046805582019,0.8465931031439605,267,0.01798384509425064,0.13045253129797277,0.1105475142094746,267,0.02061342235972361,0.11486431049182781,0.09168397153824649
CHRND_e3,119,1.1641492177617647,0.753374981247628,0.7203176185728529,119,0.7558533556366198,0.8274042816441721,0.8047927645634527,119,1.4478598537632843,0.8293196452435907,0.8050348953140579
CLASP1_e21,69,0.8259839663804737,0.5874813707406458,0.5980873044394954,69,0.27452127174644453,0.5513116588277357,0.56141761052247,69,0.5021234015839534,0.5493686195118267,0.56141761052247
CLCN1_e16,389,0.5455923100088047,0.7219984330795371,0.7222632550294333,389,0.06405026087815653,0.4498764437488295,0.4266204068095491,389,0.08561227376522934,0.44393130739446623,0.42165939724186735
CLCN1_e20,104,0.5399655808049492,0.6825592839354863,0.6658273765069883,104,0.31313523048520875,0.6654160559400928,0.6321882001493653,104,0.5477131201611375,0.6686658894385688,0.6306732102848609
CLHC1_e7,321,1.002644421525398,0.8758784306912356,0.88171265325803,321,0.9164084057585857,0.8695818240271801,0.852512898543367,321,1.5659285529456095,0.8660999197480468,0.8526449587294341
CNGA1_e10,309,0.5224139642264229,0.7626137555954267,0.7704959623006739,309,0.33292089867212266,0.7398356115454239,0.7140726568408214,309,0.45067266682988866,0.7252135543932664,0.7104262745760926
CNGA1_e9,302,1.208587820727564,0.673737301919162,0.7387969330914742,302,0.7630628055278015,0.7733983745256049,0.7875623999576461,302,1.364280238627698,0.7655675501277044,0.7874592300811725
CNKSR2_e12,258,0.8021102154779165,0.7809137759724162,0.7959785606152451,258,0.1804707095176284,0.6877340719996665,0.712707407336297,258,0.22699915904952073,0.6827493377107359,0.717300452399209
CNTNAP2_e4,428,0.016031635223884337,0.10714276309777311,0.09370336909036808,428,0.04089330064209798,0.1993638472970254,0.23205393767471838,428,0.047861382058226515,0.21186808360523426,0.24763945914481317
COL11A1_e44,141,0.21485333680762175,0.6453035221520119,0.6324620755656332,141,0.17125065994427732,0.7178047238532157,0.7358022683016702,141,0.23543233510803604,0.7232290477214739,0.7422652607853488
COL11A1_e61,95,0.8264995487390973,0.4976141604658766,0.6292553191489362,95,0.9942053818654145,0.8004219279642079,0.8096584546472564,95,1.6839714344559107,0.7919561902129459,0.8106802911534156
COL11A2_e26,123,0.12228298140680006,0.49647960691330184,0.41479604093261946,123,0.5124966383143618,0.7667495058554211,0.7791979982200669,123,0.8825516759150932,0.7572834956576816,0.7793721221188944
COL11A2_e62,150,0.7593073667315541,0.5672944297193745,0.7894825267351778,150,0.5580966141147883,0.8018170774288433,0.7774012665486602,150,0.9613111326456529,0.7970044712094764,0.7775292724653782
COL12A1_e22,407,0.16773202203023266,0.41554133734375914,0.41674743800380487,407,0.08646527016543508,0.3202066957699751,0.2181682179449515,407,0.13193823547644043,0.30176793347518255,0.2165247347817009
COL12A1_e52,435,0.18122975132555785,0.5249079732646001,0.5965386021379189,435,0.10862534077767286,0.4406130234984692,0.539937827111715,435,0.152205633804518,0.4601488179759826,0.5510027962622547
COL18A1_e18,54,0.3571612311349285,0.6500908249430565,0.679359634076615,54,0.06836617201996578,0.22567517060286107,0.1659996188298075,54,0.10004472822140605,0.23284735872844134,0.16920144844673146
COL18A1_e19,96,0.8895194071812528,0.6841367365601021,0.6542322300596853,96,0.4740410278801467,0.6552905310365669,0.6712176859021433,96,0.8045781554667414,0.6454121526500245,0.6716110675942972
COL18A1_e24,69,1.4337419449578956,0.754679466176567,0.7715016441359153,69,0.47620856024532854,0.7186575525863479,0.7607599561563757,69,0.9069433200130302,0.7245916120215237,0.7607599561563757
COL18A1_e27,42,0.6947695520045069,0.5133468797988887,0.35143019204278425,42,0.11713394522246177,0.6743892913891109,0.7085899537043032,42,0.15402446885660065,0.6696479736585691,0.7158833086715249
COL1A1_e11,150,0.01088932740352405,0.08872849077650853,0.08259752219881676,150,0.2264812982113983,0.464758173597235,0.4884745681369469,150,0.29054573940233797,0.4576192181975008,0.490593779086448
COL1A1_e15,123,0.6261279335710641,0.5430396295581692,0.7325069972011196,123,0.4846850571717241,0.7580819468089351,0.7408693633352476,123,0.8570029981352655,0.7556632936362696,0.7417593313641146
COL1A1_e8,149,0.7157636530417331,0.6045975193344418,0.63224015962271,149,0.18504638666699955,0.5259713996256041,0.44509180615279953,149,0.2936434180015882,0.5272124340887908,0.4459080623484192
COL1A2_e16,149,0.05098919830873754,0.23089647967322505,0.13982974756008412,149,0.0527666108886694,0.32284744027208107,0.33586742215529264,149,0.06991926886106078,0.3202585126208511,0.33100452144216486
COL1A2_e33,145,0.02278787124495814,0.11328529233041447,0.15502132052496462,145,0.04807278481828163,0.32152677981315225,0.29474823728209953,145,0.06494125700459831,0.3331768630813018,0.3126395607829161
COL1A2_e38,150,0.014195585574710949,0.11452927000204421,0.12655007440437138,150,0.08728665567131454,0.35245347436452384,0.3112627052212991,150,0.10300456350291232,0.35902821812838587,0.3199103236602333
COL27A1_e26,150,0.25269242797091845,0.6831838957761232,0.6895328681274723,150,0.12309898022934809,0.6446736622581547,0.6536206375709384,150,0.19511373372034346,0.6422267500305049,0.654207335528186
COL27A1_e29,150,0.4224440440824018,0.576087038301967,0.7765792049242634,150,0.30411531832537475,0.7755853526711279,0.7344156964025144,150,0.5880521065078718,0.7767731065182146,0.7344156964025144
COL2A1_e17,123,0.050797712513847716,0.4998948499273582,0.5450248046349911,123,0.012675792029252526,0.22342189705094687,0.30788082445533044,123,0.01670725780505876,0.2286664921644421,0.3123114603379592
COL2A1_e31,150,0.12609955905491804,0.4087684216869792,0.11507229242432176,150,0.03545347757848341,0.4286060444989938,0.4299456401980467,150,0.04471065953697608,0.42912203052565434,0.41985056549477284
COL2A1_e45,149,-0.005963502771909563,-0.0709366536668759,-0.10729224484832021,149,0.03138521487866101,0.14265922091021102,0.1196696853414569,149,0.040691373597825334,0.14381742416058102,0.12203129734174603
COL3A1_e13,150,0.11519990278570788,0.5347008992058587,0.6221988730158226,150,0.09980141940066398,0.6227073685607202,0.6408059568402306,150,0.12410554628372887,0.6188819627184531,0.637630631217385
COL3A1_e47,311,0.03587552163372298,0.10800399681245249,0.06099196011264689,311,-0.009953472790579608,-0.09949118711330492,-0.10217917241388454,311,-0.011180553766324161,-0.07937285980845414,-0.08132419574789437
COL3A1_e6,149,0.2033043337687916,0.46709813111968923,0.5547837427752533,149,0.07807224169931257,0.5961342128964493,0.6585511191407853,149,0.09629688510523368,0.5955261002450472,0.6591061834222695
COL3A1_e8,29,0.019922570486358666,0.1636506522493004,0.17881773399014775,29,0.14798452232646409,0.7517361939575302,0.76161148481352,29,0.1667580667115988,0.7515699490682805,0.76308986362584
COL4A1_e17,148,0.14646738232330844,0.4747802449936536,0.5317862156854316,148,0.014084450721625456,0.12837557662903068,0.12756651311429765,148,0.020157452689634633,0.130628976799346,0.13407484133476302
COL4A1_e41,141,0.18931563757347278,0.6755046163234047,0.6119482854574253,141,0.24407530442835149,0.6462863499760069,0.5897024260614253,141,0.39227256641129515,0.6393022671979496,0.5842355590428083
COL4A3_e18,106,0.6804446601919065,0.7450920233214324,0.741957180537862,106,0.6027538952839324,0.7717418366936226,0.8459631710204801,106,0.9757736741856251,0.7544111021045208,0.8453485150011336
COL4A3_e4,119,0.4247024891402309,0.7351077814047933,0.8258581398661161,119,0.7296292398846537,0.8242048521794819,0.8246830935764138,119,1.3370746165128973,0.822371486140378,0.8249821962683379
COL4A3_e8,69,0.6963114327982458,0.6966143979102555,0.7540007307270736,69,0.4940877820668257,0.7447220584633274,0.7812568505663136,69,0.8470651619355153,0.7442189360845409,0.7812568505663136
COL4A4_e12,66,0.5911629106792146,0.5452696765272773,0.5888529381066695,66,0.3870729207669141,0.5296067593838845,0.7016470790826148,66,0.5625992829790042,0.48418795918272367,0.7052376684016536
COL4A4_e17,102,0.4486135936296725,0.7226291139480726,0.6824784705769263,102,0.7045066425536897,0.8374770932604775,0.8356799547772841,102,1.0990231956353933,0.8262342862508106,0.8348091603186893
COL4A5_e12,76,1.2654138885209953,0.6275420600965312,0.670622009569378,76,0.9896325151273132,0.7975563996151336,0.8145454545454546,76,1.869595107859097,0.802363234828082,0.8145454545454546
COL4A5_e17,141,0.08396546537468871,0.19285791423145765,0.012791657168183581,141,0.07589451607767797,0.4791983096175878,0.4872058328350177,141,0.09244311736906671,0.4761643884800277,0.47415265687028946
COL5A1_e23,150,0.23286534315821,0.3578402913221023,0.3070343633357036,150,0.08609806829347813,0.5096431748923462,0.45206557133103226,150,0.12866407675798808,0.5089857684839928,0.4520300139739033
COL5A2_e29,143,0.3819520092867676,0.5456983002446537,0.5048923397975545,143,0.27819870882195,0.6379256201277328,0.6123262640344121,143,0.43472791223094,0.6340062043128457,0.6123262640344121
COL6A1_e10,123,0.05718411866285653,0.3285970848388109,0.22694829640479192,123,0.08931519995008334,0.6553792408567669,0.7343869230729196,123,0.1052239799070257,0.6525000357467589,0.7418816544085899
COL6A1_e14,150,0.7415791387603533,0.5156861240047763,0.5575234454864662,150,0.4421659086948343,0.5476919323269619,0.5801797060851092,150,0.7189006904356586,0.5330624589032549,0.5801802218258467
