exon_id,alphagenome_metric,alphagenome_column,n,slope,intercept,pearson_r,pearson_p,spearman_rho,spearman_p
TP53_e6,mean_logit,alphagenome_mean_logit,56952,0.6656840568840222,-5.031441622388416,0.6492237479116888,0.0,0.6460563254181948,0.0
TP53_e6,prod_logit,alphagenome_prod_logit,56952,1.2728609936151167,-10.0346974276769,0.6476233044294798,0.0,0.6456133387566597,0.0
TP53_e7,mean_logit,alphagenome_mean_logit,53955,-0.022285192231237563,0.3157973280469222,-0.07754854663586278,9.472195751005953e-73,0.012716555567509117,0.0031380606778460343
TP53_e7,prod_logit,alphagenome_prod_logit,53955,-0.03690326795413835,-0.6802920595164526,-0.07838623002610137,2.7045520184142084e-74,0.02453106384512396,1.206155385183394e-08
